player_cnt,nationality,birthcity,city_ascii,iso3,latitude,longitude
1,USA,Bolton                                       ,Bolton                             ,USA,42.4362,-71.6073
1,CAN,Hearst                                       ,Hearst                             ,CAN,49.7005,-83.6666
1,USA,Charlestown                                  ,Charlestown                        ,USA,43.2469,-72.3939
1,USA,Wakefield                                    ,Wakefield                          ,USA,43.5916,-71.0098
2,CAN,Kindersley                                   ,Kindersley                         ,CAN,51.467,-109.1333
1,CAN,Saint-Augustin                               ,Saint-Augustin                     ,CAN,51.2423,-58.647
12,CAN,Windsor                                      ,Windsor                            ,CAN,44.9806,-64.1291
1,CAN,Churchill                                    ,Churchill                          ,CAN,58.766,-94.166
1,USA,Sewell                                       ,NULL,NULL,NULL,NULL
1,SWE,Skovde                                       ,NULL,NULL,NULL,NULL
1,CAN,Charlesbourg                                 ,NULL,NULL,NULL,NULL
1,FIN,Tornio                                       ,NULL,NULL,NULL,NULL
1,CAN,Sainte-Marie                                 ,NULL,NULL,NULL,NULL
1,CAN,Kamsack                                      ,NULL,NULL,NULL,NULL
1,CAN,Stewart Valley                               ,NULL,NULL,NULL,NULL
1,CAN,Orleans                                      ,NULL,NULL,NULL,NULL
1,USA,STILLWATER                                   ,NULL,NULL,NULL,NULL
4,CAN,Longueuil                                    ,NULL,NULL,NULL,NULL
1,CAN,Kleinburg                                    ,NULL,NULL,NULL,NULL
1,RUS,Ruse                                         ,NULL,NULL,NULL,NULL
1,CAN,Consort                                      ,NULL,NULL,NULL,NULL
1,CAN,Sayabec                                      ,NULL,NULL,NULL,NULL
6,CAN,Richmond                                     ,NULL,NULL,NULL,NULL
3,CAN,Fort Saskatchewan                            ,NULL,NULL,NULL,NULL
2,CAN,Hull                                         ,NULL,NULL,NULL,NULL
1,USA,North Chelmsford                             ,NULL,NULL,NULL,NULL
1,CAN,Central Butte                                ,NULL,NULL,NULL,NULL
2,CHE,Zürich                                       ,NULL,NULL,NULL,NULL
3,FIN,Jyväskylä                                    ,NULL,NULL,NULL,NULL
1,USA,Villanova                                    ,NULL,NULL,NULL,NULL
4,CAN,North York                                   ,NULL,NULL,NULL,NULL
1,CHE,St. Gallen                                   ,NULL,NULL,NULL,NULL
1,CAN,Millgrove                                    ,NULL,NULL,NULL,NULL
4,CAN,Vernon                                       ,NULL,NULL,NULL,NULL
2,CAN,Winchester                                   ,NULL,NULL,NULL,NULL
1,CHE,Bulach                                       ,NULL,NULL,NULL,NULL
2,CAN,St. Thomas                                   ,NULL,NULL,NULL,NULL
1,SWE,Norrtälje                                    ,NULL,NULL,NULL,NULL
1,CAN,Dorchester                                   ,NULL,NULL,NULL,NULL
1,SWE,Ange                                         ,NULL,NULL,NULL,NULL
1,DEU,Immenstadt                                   ,NULL,NULL,NULL,NULL
2,CAN,Waterloo                                     ,NULL,NULL,NULL,NULL
2,CAN,Alma                                         ,NULL,NULL,NULL,NULL
1,CZE,Tabor                                        ,NULL,NULL,NULL,NULL
1,CAN,Saint-Léonard                                ,NULL,NULL,NULL,NULL
1,CAN,Truro                                        ,NULL,NULL,NULL,NULL
1,CAN,Chandler                                     ,NULL,NULL,NULL,NULL
1,SWE,Bromma                                       ,NULL,NULL,NULL,NULL
1,USA,Dearborn Hts.                                ,NULL,NULL,NULL,NULL
1,USA,Agawam                                       ,NULL,NULL,NULL,NULL
1,CAN,Palmerston                                   ,NULL,NULL,NULL,NULL
1,CAN,Seria                                        ,NULL,NULL,NULL,NULL
2,CAN,Nobleton                                     ,NULL,NULL,NULL,NULL
2,CAN,Lanigan                                      ,NULL,NULL,NULL,NULL
5,CAN,Quebec City                                  ,NULL,NULL,NULL,NULL
1,CAN,Aneroid                                      ,NULL,NULL,NULL,NULL
2,USA,Toronto                                      ,NULL,NULL,NULL,NULL
1,CAN,Yellow                                       ,NULL,NULL,NULL,NULL
1,CHE,Brig                                         ,NULL,NULL,NULL,NULL
1,SVK,Stará Lubovna                                ,NULL,NULL,NULL,NULL
1,DNK,Gentofte                                     ,NULL,NULL,NULL,NULL
2,SWE,Vetlanda                                     ,NULL,NULL,NULL,NULL
1,CAN,Paris                                        ,NULL,NULL,NULL,NULL
1,CAN,Courtice                                     ,NULL,NULL,NULL,NULL
1,USA,East Amherst                                 ,NULL,NULL,NULL,NULL
1,DEU,Dingolfing                                   ,NULL,NULL,NULL,NULL
2,CAN,Ile Bizard                                   ,NULL,NULL,NULL,NULL
3,BLR,Novopolotsk                                  ,NULL,NULL,NULL,NULL
2,SWE,Pitea                                        ,NULL,NULL,NULL,NULL
2,SWE,Landskrona                                   ,NULL,NULL,NULL,NULL
1,CAN,Murray Hbr.                                  ,NULL,NULL,NULL,NULL
1,SWE,Lugnvik                                      ,NULL,NULL,NULL,NULL
1,CAN,Rouleau                                      ,NULL,NULL,NULL,NULL
1,CAN,Rocky Mountain House                         ,NULL,NULL,NULL,NULL
1,CZE,Havlickuv Brod                               ,NULL,NULL,NULL,NULL
1,CAN,Wawota                                       ,NULL,NULL,NULL,NULL
1,DEU,Deggendorf                                   ,NULL,NULL,NULL,NULL
1,CAN,Huntington                                   ,NULL,NULL,NULL,NULL
1,CAN,Humboldt                                     ,NULL,NULL,NULL,NULL
1,CAN,Pictou                                       ,NULL,NULL,NULL,NULL
5,CAN,Burlington                                   ,NULL,NULL,NULL,NULL
1,CAN,Niagara on the Lake                          ,NULL,NULL,NULL,NULL
1,SWE,Ljunby                                       ,NULL,NULL,NULL,NULL
1,SWE,Olofstrom                                    ,NULL,NULL,NULL,NULL
4,CAN,New Westminster                              ,NULL,NULL,NULL,NULL
4,CAN,Summerside                                   ,NULL,NULL,NULL,NULL
1,CAN,Petrolia                                     ,NULL,NULL,NULL,NULL
1,DNK,Rodovre                                      ,NULL,NULL,NULL,NULL
1,RUS,Ryazan                                       ,NULL,NULL,NULL,NULL
1,CAN,Carbonear                                    ,NULL,NULL,NULL,NULL
1,FIN,Piikkio                                      ,NULL,NULL,NULL,NULL
1,CAN,Oakbank                                      ,NULL,NULL,NULL,NULL
2,CAN,Swan River                                   ,NULL,NULL,NULL,NULL
1,CZE,Hodonin                                      ,NULL,NULL,NULL,NULL
1,NA ,Coral Springs                                ,NULL,NULL,NULL,NULL
1,RUS,Elektrostal                                  ,NULL,NULL,NULL,NULL
1,FIN,Asikkala                                     ,NULL,NULL,NULL,NULL
1,CAN,Pitt Meadows                                 ,NULL,NULL,NULL,NULL
1,CAN,Ardrossan                                    ,NULL,NULL,NULL,NULL
1,SWE,Härnösand                                    ,NULL,NULL,NULL,NULL
1,CAN,Kanata                                       ,NULL,NULL,NULL,NULL
5,DNK,Herning                                      ,NULL,NULL,NULL,NULL
2,CAN,Maple                                        ,NULL,NULL,NULL,NULL
1,CAN,St. Hyacinthe                                ,NULL,NULL,NULL,NULL
2,CAN,Olds                                         ,NULL,NULL,NULL,NULL
1,CAN,Wilcox                                       ,NULL,NULL,NULL,NULL
4,CAN,Surrey                                       ,NULL,NULL,NULL,NULL
1,CAN,Judique                                      ,NULL,NULL,NULL,NULL
2,SWE,Eksjo                                        ,NULL,NULL,NULL,NULL
1,CAN,Ajax                                         ,NULL,NULL,NULL,NULL
4,CAN,Whitby                                       ,NULL,NULL,NULL,NULL
7,FIN,Vantaa                                       ,NULL,NULL,NULL,NULL
1,CAN,Strasbourg                                   ,NULL,NULL,NULL,NULL
24,CAN,Mississauga                                  ,NULL,NULL,NULL,NULL
1,CHE,Olten                                        ,NULL,NULL,NULL,NULL
1,SVK,Martin                                       ,NULL,NULL,NULL,NULL
1,CAN,Torrance                                     ,NULL,NULL,NULL,NULL
1,FIN,Kalvola                                      ,NULL,NULL,NULL,NULL
1,CAN,St. Andrews                                  ,NULL,NULL,NULL,NULL
1,CAN,Houston                                      ,NULL,NULL,NULL,NULL
1,CAN,Recife                                       ,NULL,NULL,NULL,NULL
1,CAN,Wasaga Beach                                 ,NULL,NULL,NULL,NULL
1,SWE,Jonstorp                                     ,NULL,NULL,NULL,NULL
1,NOR,Bærum                                        ,NULL,NULL,NULL,NULL
1,CAN,Gloucester                                   ,NULL,NULL,NULL,NULL
1,CAN,Barrhead                                     ,NULL,NULL,NULL,NULL
1,FIN,Nousiainen                                   ,NULL,NULL,NULL,NULL
1,CHE,Morges                                       ,NULL,NULL,NULL,NULL
1,USA,Sturgeon Lake                                ,NULL,NULL,NULL,NULL
2,CAN,Aurora                                       ,NULL,NULL,NULL,NULL
8,CAN,Burnaby                                      ,NULL,NULL,NULL,NULL
1,CAN,St. Georges                                  ,NULL,NULL,NULL,NULL
1,CAN,Montmagny                                    ,NULL,NULL,NULL,NULL
8,SWE,Gävle                                        ,NULL,NULL,NULL,NULL
1,NGA,Okene                                        ,NULL,NULL,NULL,NULL
1,DNK,Brondby                                      ,NULL,NULL,NULL,NULL
3,CAN,Sherwood Park                                ,NULL,NULL,NULL,NULL
1,CAN,Wakaw                                        ,NULL,NULL,NULL,NULL
2,CAN,Bowmanville                                  ,NULL,NULL,NULL,NULL
1,CZE,Pilsen                                       ,NULL,NULL,NULL,NULL
1,CAN,Flesherton                                   ,NULL,NULL,NULL,NULL
1,CAN,Portage La Prairie                           ,NULL,NULL,NULL,NULL
1,RUS,Riga                                         ,NULL,NULL,NULL,NULL
1,SWE,Landsbro                                     ,NULL,NULL,NULL,NULL
1,CAN,Snowflake                                    ,NULL,NULL,NULL,NULL
1,CAN,Neepawa                                      ,NULL,NULL,NULL,NULL
2,CAN,West Vancouver                               ,NULL,NULL,NULL,NULL
1,CAN,Val-Senneville                               ,NULL,NULL,NULL,NULL
1,CAN,Clinton                                      ,NULL,NULL,NULL,NULL
1,FRA,Roubaix                                      ,NULL,NULL,NULL,NULL
1,USA,Kennebunkport                                ,NULL,NULL,NULL,NULL
1,USA,South St.Paul                                ,NULL,NULL,NULL,NULL
1,SWE,Mariefred                                    ,NULL,NULL,NULL,NULL
1,CAN,Glace Bay                                    ,NULL,NULL,NULL,NULL
1,SWE,Njurunda                                     ,NULL,NULL,NULL,NULL
1,SWE,Are                                          ,NULL,NULL,NULL,NULL
1,CZE,Frydlant                                     ,NULL,NULL,NULL,NULL
1,USA,Thunder Bay                                  ,NULL,NULL,NULL,NULL
1,CZE,Omsk                                         ,NULL,NULL,NULL,NULL
3,UKR,Kiev                                         ,NULL,NULL,NULL,NULL
1,RUS,Tyumen                                       ,NULL,NULL,NULL,NULL
3,CZE,Mlada Boleslav                               ,NULL,NULL,NULL,NULL
5,SWE,Sodertalje                                   ,NULL,NULL,NULL,NULL
1,USA,Warroad                                      ,NULL,NULL,NULL,NULL
2,RUS,Sverdlovsk                                   ,NULL,NULL,NULL,NULL
1,CZE,Chomutov                                     ,NULL,NULL,NULL,NULL
1,FIN,Vihti                                        ,NULL,NULL,NULL,NULL
1,CAN,Laurier-Station                              ,NULL,NULL,NULL,NULL
2,SVK,Ilava                                        ,NULL,NULL,NULL,NULL
1,FIN,Forssa                                       ,NULL,NULL,NULL,NULL
2,SWE,Övertorneå                                   ,NULL,NULL,NULL,NULL
2,CAN,Caledonia                                    ,NULL,NULL,NULL,NULL
1,CZE,Hradec Králové                               ,NULL,NULL,NULL,NULL
1,SWE,Kvissleby                                    ,NULL,NULL,NULL,NULL
1,FIN,Tuusula                                      ,NULL,NULL,NULL,NULL
2,RUS,Nizhny Tagil                                 ,NULL,NULL,NULL,NULL
1,SWE,Gallivare                                    ,NULL,NULL,NULL,NULL
1,BHS,Freeport                                     ,NULL,NULL,NULL,NULL
1,CAN,Elliot Lake                                  ,NULL,NULL,NULL,NULL
1,USA,Kirtland Hills                               ,NULL,NULL,NULL,NULL
1,USA,E. Weymouth                                  ,NULL,NULL,NULL,NULL
2,DEU,Landshut                                     ,NULL,NULL,NULL,NULL
1,CAN,Morinville                                   ,NULL,NULL,NULL,NULL
1,USA,"Glens Falls,                                 ",NULL,NULL,NULL,NULL
3,CAN,Repentigny                                   ,NULL,NULL,NULL,NULL
1,USA,Excelsior                                    ,NULL,NULL,NULL,NULL
1,CAN,Lafontaine                                   ,NULL,NULL,NULL,NULL
1,CAN,Nipawin                                      ,NULL,NULL,NULL,NULL
1,CAN,Grimsby                                      ,NULL,NULL,NULL,NULL
2,CAN,Gatineau                                     ,NULL,NULL,NULL,NULL
1,CZE,Ústí nad Labem                               ,NULL,NULL,NULL,NULL
1,SWE,Ostervala                                    ,NULL,NULL,NULL,NULL
1,CAN,Amherstburg                                  ,NULL,NULL,NULL,NULL
1,CAN,Innisfil                                     ,NULL,NULL,NULL,NULL
1,CAN,Levis                                        ,NULL,NULL,NULL,NULL
4,CAN,Strathroy                                    ,NULL,NULL,NULL,NULL
1,CZE,Sternberk                                    ,NULL,NULL,NULL,NULL
1,CAN,Ste. Foy                                     ,NULL,NULL,NULL,NULL
2,USA,Bloomfield Hills                             ,NULL,NULL,NULL,NULL
1,SVK,Bojnice                                      ,NULL,NULL,NULL,NULL
2,SWE,Huddinge                                     ,NULL,NULL,NULL,NULL
1,SWE,Marsta                                       ,NULL,NULL,NULL,NULL
2,CZE,Pisek                                        ,NULL,NULL,NULL,NULL
1,CAN,Watson                                       ,NULL,NULL,NULL,NULL
1,DEU,Fussen                                       ,NULL,NULL,NULL,NULL
1,CAN,Port Elgin                                   ,NULL,NULL,NULL,NULL
1,CAN,Ste-Justine                                  ,NULL,NULL,NULL,NULL
1,CAN,Ste-Agathe                                   ,NULL,NULL,NULL,NULL
2,CAN,Elk Point                                    ,NULL,NULL,NULL,NULL
8,CAN,Sault Ste. Marie                             ,NULL,NULL,NULL,NULL
1,CAN,Haliburton                                   ,NULL,NULL,NULL,NULL
1,SWE,Port Chester                                 ,NULL,NULL,NULL,NULL
1,CAN,Kitimat                                      ,NULL,NULL,NULL,NULL
3,SWE,Leksand                                      ,NULL,NULL,NULL,NULL
1,CAN,Montrose                                     ,NULL,NULL,NULL,NULL
2,USA,Roseau                                       ,NULL,NULL,NULL,NULL
1,CAN,Perth                                        ,NULL,NULL,NULL,NULL
1,SVK,Povazská Bystrica                            ,NULL,NULL,NULL,NULL
1,CHE,Baar                                         ,NULL,NULL,NULL,NULL
4,CAN,Greenfield Park                              ,NULL,NULL,NULL,NULL
1,CAN,Golden                                       ,NULL,NULL,NULL,NULL
2,CAN,St-Hyacinthe                                 ,NULL,NULL,NULL,NULL
1,CAN,Provost                                      ,NULL,NULL,NULL,NULL
1,CAN,Petawawa                                     ,NULL,NULL,NULL,NULL
1,USA,Yardley                                      ,NULL,NULL,NULL,NULL
1,CAN,Unity                                        ,NULL,NULL,NULL,NULL
1,CZE,Bilovec                                      ,NULL,NULL,NULL,NULL
1,USA,Hancock                                      ,NULL,NULL,NULL,NULL
1,CAN,Daysland                                     ,NULL,NULL,NULL,NULL
12,CAN,Laval                                        ,NULL,NULL,NULL,NULL
1,CZE,Koprivnice                                   ,NULL,NULL,NULL,NULL
1,FIN,Alvkarleby                                   ,NULL,NULL,NULL,NULL
1,CAN,Georgetown                                   ,NULL,NULL,NULL,NULL
5,CAN,Newmarket                                    ,NULL,NULL,NULL,NULL
12,CAN,Richmond Hill                                ,NULL,NULL,NULL,NULL
6,CAN,St. Albert                                   ,NULL,NULL,NULL,NULL
1,FIN,Jamsa                                        ,NULL,NULL,NULL,NULL
1,SWE,Ljungby                                      ,NULL,NULL,NULL,NULL
1,CAN,Freiburg                                     ,NULL,NULL,NULL,NULL
1,RUS,Komsomolsk                                   ,NULL,NULL,NULL,NULL
1,CAN,Les Saules                                   ,NULL,NULL,NULL,NULL
1,CAN,Zabrze                                       ,NULL,NULL,NULL,NULL
13,CAN,Oakville                                     ,NULL,NULL,NULL,NULL
1,CZE,Prerov                                       ,NULL,NULL,NULL,NULL
1,CAN,Long Sault                                   ,NULL,NULL,NULL,NULL
1,CAN,Wallaceburg                                  ,NULL,NULL,NULL,NULL
1,FIN,Toijala                                      ,NULL,NULL,NULL,NULL
2,CZE,Novy Jicin                                   ,NULL,NULL,NULL,NULL
8,SWE,Skellefteå                                   ,NULL,NULL,NULL,NULL
1,CAN,Labrador City                                ,NULL,NULL,NULL,NULL
1,CAN,St-Jean-Richelieu                            ,NULL,NULL,NULL,NULL
1,CAN,Mt. Brydges                                  ,NULL,NULL,NULL,NULL
1,CAN,Aldergrove                                   ,NULL,NULL,NULL,NULL
1,CAN,Coleman                                      ,NULL,NULL,NULL,NULL
2,CAN,Carp                                         ,NULL,NULL,NULL,NULL
1,RUS,Zhukovskiy                                   ,NULL,NULL,NULL,NULL
1,CAN,Boucherville                                 ,NULL,NULL,NULL,NULL
1,CAN,Estevan                                      ,NULL,NULL,NULL,NULL
1,CAN,Lantzville                                   ,NULL,NULL,NULL,NULL
1,CAN,Drumheller                                   ,NULL,NULL,NULL,NULL
1,RUS,St. Petersburg                               ,NULL,NULL,NULL,NULL
1,CZE,Ostvava                                      ,NULL,NULL,NULL,NULL
1,FIN,Imatra                                       ,NULL,NULL,NULL,NULL
1,CZE,Rakovnik                                     ,NULL,NULL,NULL,NULL
1,CZE,Frydek-Mistek                                ,NULL,NULL,NULL,NULL
1,CAN,Quispamsis                                   ,NULL,NULL,NULL,NULL
12,SWE,Gothenburg                                   ,NULL,NULL,NULL,NULL
1,CAN,Woodstock                                    ,NULL,NULL,NULL,NULL
1,CAN,NA                                           ,NULL,NULL,NULL,NULL
1,CAN,Roberval                                     ,NULL,NULL,NULL,NULL
1,CHE,Winterthur                                   ,NULL,NULL,NULL,NULL
4,CAN,Trail                                        ,NULL,NULL,NULL,NULL
3,SWE,Boden                                        ,NULL,NULL,NULL,NULL
1,USA,BELLMAWR                                     ,NULL,NULL,NULL,NULL
3,CAN,Fergus                                       ,NULL,NULL,NULL,NULL
1,SWE,Smogen                                       ,NULL,NULL,NULL,NULL
1,USA,Chester Springs                              ,NULL,NULL,NULL,NULL
1,SWE,Munkedal                                     ,NULL,NULL,NULL,NULL
2,NA ,NA                                           ,NULL,NULL,NULL,NULL
1,CAN,Elkhorn                                      ,NULL,NULL,NULL,NULL
6,CAN,Scarborough                                  ,NULL,NULL,NULL,NULL
1,FIN,Kempele                                      ,NULL,NULL,NULL,NULL
1,SVK,Handlova                                     ,NULL,NULL,NULL,NULL
3,CZE,Jindrichuv Hradec                            ,NULL,NULL,NULL,NULL
1,CAN,Port Hawkesbury                              ,NULL,NULL,NULL,NULL
2,SWE,Lycksele                                     ,NULL,NULL,NULL,NULL
1,SWE,Tibro                                        ,NULL,NULL,NULL,NULL
1,CZE,Most                                         ,NULL,NULL,NULL,NULL
2,SVK,Banská Bystrica                              ,NULL,NULL,NULL,NULL
1,CAN,Cassiar                                      ,NULL,NULL,NULL,NULL
1,USA,Repentigny                                   ,NULL,NULL,NULL,NULL
1,CHE,Zuzwil                                       ,NULL,NULL,NULL,NULL
1,SWE,Färgelanda                                   ,NULL,NULL,NULL,NULL
1,CAN,Holland Landing                              ,NULL,NULL,NULL,NULL
1,SVK,Liptovsky Mikulas                            ,NULL,NULL,NULL,NULL
1,CAN,N. Vancouver                                 ,NULL,NULL,NULL,NULL
1,CAN,Hinsdale                                     ,NULL,NULL,NULL,NULL
1,CZE,Sumperk                                      ,NULL,NULL,NULL,NULL
3,CAN,Woodbridge                                   ,NULL,NULL,NULL,NULL
1,CAN,Ste-Agathe-Des-Monts                         ,NULL,NULL,NULL,NULL
2,SWE,Jönköping                                    ,NULL,NULL,NULL,NULL
2,SVK,Topolcany                                    ,NULL,NULL,NULL,NULL
1,CAN,Binscarth                                    ,NULL,NULL,NULL,NULL
2,FIN,Raahe                                        ,NULL,NULL,NULL,NULL
2,CAN,Port McNeill                                 ,NULL,NULL,NULL,NULL
1,SWE,Klagenfurt                                   ,NULL,NULL,NULL,NULL
1,CAN,Bayfield                                     ,NULL,NULL,NULL,NULL
1,CAN,Dorval                                       ,NULL,NULL,NULL,NULL
1,CZE,Písek                                        ,NULL,NULL,NULL,NULL
1,CAN,Vermilion                                    ,NULL,NULL,NULL,NULL
1,CAN,St. Malo                                     ,NULL,NULL,NULL,NULL
1,KAZ,Ust-Kamenogorsk                              ,NULL,NULL,NULL,NULL
2,CAN,Sorel                                        ,NULL,NULL,NULL,NULL
6,CAN,North Vancouver                              ,NULL,NULL,NULL,NULL
1,CAN,Miramichi                                    ,NULL,NULL,NULL,NULL
3,CAN,Pickering                                    ,NULL,NULL,NULL,NULL
2,RUS,Voskresensk                                  ,NULL,NULL,NULL,NULL
2,CAN,Keswick                                      ,NULL,NULL,NULL,NULL
2,RUS,Ust-Kamenogorsk                              ,NULL,NULL,NULL,NULL
1,RUS,Korkino                                      ,NULL,NULL,NULL,NULL
1,CAN,Campbellville                                ,NULL,NULL,NULL,NULL
1,FIN,Karkkila                                     ,NULL,NULL,NULL,NULL
1,CZE,Nove Mesto na Morave                         ,NULL,NULL,NULL,NULL
1,USA,Kingsford                                    ,NULL,NULL,NULL,NULL
4,RUS,Togliatti                                    ,NULL,NULL,NULL,NULL
1,FIN,Kauniainen                                   ,NULL,NULL,NULL,NULL
4,CAN,St. John's                                   ,NULL,NULL,NULL,NULL
2,USA,Braintree                                    ,NULL,NULL,NULL,NULL
1,DEU,Moers                                        ,NULL,NULL,NULL,NULL
1,CAN,Battleford                                   ,NULL,NULL,NULL,NULL
4,CAN,Pointe-Claire                                ,NULL,NULL,NULL,NULL
1,CAN,Blyth                                        ,NULL,NULL,NULL,NULL
1,FIN,Kirkkonummi                                  ,NULL,NULL,NULL,NULL
3,CAN,Caroline                                     ,NULL,NULL,NULL,NULL
1,CAN,Rock Forest                                  ,NULL,NULL,NULL,NULL
2,CAN,Taber                                        ,NULL,NULL,NULL,NULL
3,CAN,Mimico                                       ,NULL,NULL,NULL,NULL
1,CAN,Phoenix                                      ,NULL,NULL,NULL,NULL
1,CAN,St. Isidore                                  ,NULL,NULL,NULL,NULL
1,CAN,St. Bonaventure                              ,NULL,NULL,NULL,NULL
3,CAN,White Rock                                   ,NULL,NULL,NULL,NULL
1,CAN,Comox                                        ,NULL,NULL,NULL,NULL
1,CAN,Porcupine                                    ,NULL,NULL,NULL,NULL
1,SWE,Varmdo                                       ,NULL,NULL,NULL,NULL
2,CAN,Wapella                                      ,NULL,NULL,NULL,NULL
1,CAN,Bobcaygeon                                   ,NULL,NULL,NULL,NULL
1,CAN,St. Paul                                     ,NULL,NULL,NULL,NULL
1,CAN,Bradford                                     ,NULL,NULL,NULL,NULL
3,CAN,Winkler                                      ,NULL,NULL,NULL,NULL
1,CAN,Pincourt                                     ,NULL,NULL,NULL,NULL
1,CZE,Moravska Trebova                             ,NULL,NULL,NULL,NULL
1,FRA,Bayonne                                      ,NULL,NULL,NULL,NULL
1,USA,East Palestine                               ,NULL,NULL,NULL,NULL
1,CZE,Chrudim                                      ,NULL,NULL,NULL,NULL
2,USA,New York City                                ,NULL,NULL,NULL,NULL
1,SWE,Nynashamn                                    ,NULL,NULL,NULL,NULL
1,USA,Seoul                                        ,NULL,NULL,NULL,NULL
1,CAN,Sorel-Tracy                                  ,NULL,NULL,NULL,NULL
1,CAN,Alfred                                       ,NULL,NULL,NULL,NULL
2,CAN,Bonavista                                    ,NULL,NULL,NULL,NULL
1,CAN,Kingsville                                   ,NULL,NULL,NULL,NULL
1,SWE,Lidingo                                      ,NULL,NULL,NULL,NULL
1,USA,Calgary                                      ,NULL,NULL,NULL,NULL
1,CZE,Mastec Kralove                               ,NULL,NULL,NULL,NULL
2,CAN,Carlyle                                      ,NULL,NULL,NULL,NULL
1,CAN,Niagara Falls                                ,NULL,NULL,NULL,NULL
1,SWE,Osterhaninge                                 ,NULL,NULL,NULL,NULL
2,SWE,Sollentuna                                   ,NULL,NULL,NULL,NULL
1,CAN,Russell                                      ,NULL,NULL,NULL,NULL
7,CAN,Welland                                      ,NULL,NULL,NULL,NULL
2,CAN,Maple Ridge                                  ,NULL,NULL,NULL,NULL
1,CAN,Bonnyville                                   ,NULL,NULL,NULL,NULL
1,CAN,Sooke                                        ,NULL,NULL,NULL,NULL
2,CAN,Westlock                                     ,NULL,NULL,NULL,NULL
6,CZE,Kladno                                       ,NULL,NULL,NULL,NULL
1,CAN,Shaunavon                                    ,NULL,NULL,NULL,NULL
1,CZE,Usti                                         ,NULL,NULL,NULL,NULL
2,CAN,Lemoyne                                      ,NULL,NULL,NULL,NULL
1,DNK,Rødovre                                      ,NULL,NULL,NULL,NULL
1,CAN,Chateauguay                                  ,NULL,NULL,NULL,NULL
1,CAN,Leduc                                        ,NULL,NULL,NULL,NULL
1,CAN,Ilderton                                     ,NULL,NULL,NULL,NULL
1,USA,Palos                                        ,NULL,NULL,NULL,NULL
1,SWE,Katrineholm                                  ,NULL,NULL,NULL,NULL
1,CAN,Tokyo                                        ,NULL,NULL,NULL,NULL
1,RUS,Kiev                                         ,NULL,NULL,NULL,NULL
1,CAN,Salt Lake City                               ,NULL,NULL,NULL,NULL
1,FIN,Stockholm                                    ,NULL,NULL,NULL,NULL
1,CHE,Volketswil                                   ,NULL,NULL,NULL,NULL
1,SWE,Nassjo                                       ,NULL,NULL,NULL,NULL
1,CAN,Ville Degelis                                ,NULL,NULL,NULL,NULL
1,CAN,Morweena                                     ,NULL,NULL,NULL,NULL
1,SWE,Lau                                          ,NULL,NULL,NULL,NULL
1,CAN,Alameda                                      ,NULL,NULL,NULL,NULL
1,CAN,Ayr                                          ,NULL,NULL,NULL,NULL
1,CAN,Porters Lake                                 ,NULL,NULL,NULL,NULL
1,CZE,Slany                                        ,NULL,NULL,NULL,NULL
4,CAN,Brantford                                    ,NULL,NULL,NULL,NULL
1,SWE,Calgary                                      ,NULL,NULL,NULL,NULL
2,CAN,Owen sound                                   ,NULL,NULL,NULL,NULL
3,CAN,Chatham                                      ,NULL,NULL,NULL,NULL
1,CAN,Belmont                                      ,NULL,NULL,NULL,NULL
1,SWE,Arvika                                       ,NULL,NULL,NULL,NULL
3,CAN,Viking                                       ,NULL,NULL,NULL,NULL
1,CAN,Portage la Prairie                           ,NULL,NULL,NULL,NULL
1,CAN,Hayward                                      ,NULL,NULL,NULL,NULL
3,FIN,Rauma                                        ,NULL,NULL,NULL,NULL
3,CZE,Trebic                                       ,NULL,NULL,NULL,NULL
4,CAN,LaSalle                                      ,NULL,NULL,NULL,NULL
2,SWE,Kramfors                                     ,NULL,NULL,NULL,NULL
1,FIN,Haapavesi                                    ,NULL,NULL,NULL,NULL
1,SWE,Tumba                                        ,NULL,NULL,NULL,NULL
1,CAN,Blackie                                      ,NULL,NULL,NULL,NULL
1,CZE,Vitkov                                       ,NULL,NULL,NULL,NULL
1,CAN,Cole Harbour                                 ,NULL,NULL,NULL,NULL
2,USA,Dorchester                                   ,NULL,NULL,NULL,NULL
1,CAN,Craik                                        ,NULL,NULL,NULL,NULL
1,CAN,Delta                                        ,NULL,NULL,NULL,NULL
1,CHE,Felben Wellhausen                            ,NULL,NULL,NULL,NULL
1,CAN,Tours                                        ,NULL,NULL,NULL,NULL
2,CAN,Coquitlam                                    ,NULL,NULL,NULL,NULL
1,CAN,Bromont                                      ,NULL,NULL,NULL,NULL
1,CAN,Ste-Catherine                                ,NULL,NULL,NULL,NULL
1,CAN,Uxbridge                                     ,NULL,NULL,NULL,NULL
1,CZE,Celadna                                      ,NULL,NULL,NULL,NULL
1,SWE,Sundbyberg                                   ,NULL,NULL,NULL,NULL
1,CHE,Burgdorf                                     ,NULL,NULL,NULL,NULL
1,CAN,Stittsville                                  ,NULL,NULL,NULL,NULL
1,CAN,Davidson                                     ,NULL,NULL,NULL,NULL
1,FIN,Muurame                                      ,NULL,NULL,NULL,NULL
2,RUS,Tver                                         ,NULL,NULL,NULL,NULL
1,CAN,Vaughan                                      ,NULL,NULL,NULL,NULL
2,CZE,Praha                                        ,NULL,NULL,NULL,NULL
1,FRA,Le Blanc-Mesnil                              ,NULL,NULL,NULL,NULL
