player_cnt,nationality,birthcity,city_ascii,iso3,latitude,longitude
1,USA,Brighton                                     ,Brighton                           ,USA,39.9716,-104.7964
1,USA,Manalapan                                    ,Manalapan                          ,USA,40.28,-74.3436
1,USA,Amherst                                      ,Amherst                            ,USA,42.3645,-72.5069
1,USA,Marlborough                                  ,Marlborough                        ,USA,42.3494,-71.5468
2,USA,Warren                                       ,Warren                             ,USA,41.239,-80.8174
1,USA,Huntsville                                   ,Huntsville                         ,USA,30.705,-95.5545
2,SWE,Borlange                                     ,Borlange                           ,SWE,60.4833,15.4167
2,USA,Brookfield                                   ,Brookfield                         ,USA,43.064,-88.1231
1,USA,Oswego                                       ,Oswego                             ,USA,43.4516,-76.5005
1,CAN,Orillia                                      ,Orillia                            ,CAN,44.6,-79.4167
1,USA,Brighton                                     ,Brighton                           ,USA,43.1175,-77.5835
1,USA,Portage                                      ,Portage                            ,USA,41.5866,-87.1792
1,USA,Trumbull                                     ,Trumbull                           ,USA,41.2602,-73.2083
2,USA,Roseville                                    ,Roseville                          ,USA,45.0155,-93.1544
1,USA,Natick                                       ,Natick                             ,USA,42.2847,-71.3497
1,CAN,Rimouski                                     ,Rimouski                           ,CAN,48.4337,-68.5167
1,CAN,Timmins                                      ,Timmins                            ,CAN,48.4666,-81.3333
1,USA,Oswego                                       ,Oswego                             ,USA,41.6834,-88.3372
1,USA,Auburn                                       ,Auburn                             ,USA,38.895,-121.0777
2,CAN,Prince Albert                                ,Prince Albert                      ,CAN,53.2,-105.75
2,USA,Carmel                                       ,Carmel                             ,USA,41.3898,-73.7239
2,USA,Middletown                                   ,Middletown                         ,USA,39.4453,-75.7166
1,USA,Northbrook                                   ,Northbrook                         ,USA,42.1292,-87.8353
1,USA,Sun Prairie                                  ,Sun Prairie                        ,USA,43.1827,-89.2357
1,USA,St. Charles                                  ,St. Charles                        ,USA,41.9193,-88.311
1,USA,Oxford                                       ,Oxford                             ,USA,34.3609,-89.5286
1,SWE,Kristianstad                                 ,Kristianstad                       ,SWE,56.0337,14.1333
2,USA,Rome                                         ,Rome                               ,USA,43.226,-75.491
1,USA,Columbus                                     ,Columbus                           ,USA,33.5088,-88.4097
1,USA,Willingboro                                  ,Willingboro                        ,USA,40.028,-74.8882
1,USA,Wheat Ridge                                  ,Wheat Ridge                        ,USA,39.7727,-105.1028
2,USA,Des Moines                                   ,Des Moines                         ,USA,47.3914,-122.3154
1,USA,Auburn                                       ,Auburn                             ,USA,42.9338,-76.5685
11,USA,Rochester                                    ,Rochester                          ,USA,43.299,-70.9787
1,USA,Gurnee                                       ,Gurnee                             ,USA,42.3708,-87.9392
1,USA,Garden City                                  ,Garden City                        ,USA,37.9754,-100.8528
1,USA,North Andover                                ,North Andover                      ,USA,42.6713,-71.0865
1,USA,Livingston                                   ,Livingston                         ,USA,40.7855,-74.3291
5,USA,Syracuse                                     ,Syracuse                           ,USA,41.0864,-112.0697
5,USA,Duluth                                       ,Duluth                             ,USA,34.0053,-84.1491
1,USA,Johnston                                     ,Johnston                           ,USA,41.8274,-71.5201
1,USA,Geneva                                       ,Geneva                             ,USA,42.8644,-76.9827
1,USA,Windsor                                      ,Windsor                            ,USA,41.871,-72.6736
1,USA,Plattsburgh                                  ,Plattsburgh                        ,USA,44.6951,-73.4563
2,USA,Salem                                        ,Salem                              ,USA,42.7902,-71.2203
3,USA,Milford                                      ,Milford                            ,USA,42.1565,-71.5188
1,USA,Jacksonville                                 ,Jacksonville                       ,USA,34.8807,-92.1302
1,USA,Wisconsin Rapids                             ,Wisconsin Rapids                   ,USA,44.3928,-89.8265
1,USA,Saugus                                       ,Saugus                             ,USA,42.4681,-71.0145
3,USA,Lansing                                      ,Lansing                            ,USA,41.5648,-87.5462
4,USA,Canton                                       ,Canton                             ,USA,34.2466,-84.4901
1,USA,Fridley                                      ,Fridley                            ,USA,45.0841,-93.2595
1,USA,Westport                                     ,Westport                           ,USA,41.1428,-73.3475
4,SWE,Ornskoldsvik                                 ,Ornskoldsvik                       ,SWE,63.318,18.7167
1,USA,Windsor                                      ,Windsor                            ,USA,38.5418,-122.8086
4,FIN,Savonlinna                                   ,Savonlinna                         ,FIN,61.8666,28.8833
2,USA,West Islip                                   ,West Islip                         ,USA,40.7097,-73.2971
1,USA,Wakefield                                    ,Wakefield                          ,USA,42.5035,-71.0656
1,USA,Garden City                                  ,Garden City                        ,USA,42.3244,-83.3412
1,USA,New Lenox                                    ,New Lenox                          ,USA,41.5097,-87.97
1,USA,Chaska                                       ,Chaska                             ,USA,44.8164,-93.6092
2,USA,Washington                                   ,Washington                         ,USA,37.1325,-113.4893
1,USA,Wethersfield                                 ,Wethersfield                       ,USA,41.7013,-72.6703
1,USA,Superior                                     ,Superior                           ,USA,46.6941,-92.0823
1,USA,Marquette                                    ,Marquette                          ,USA,46.544,-87.4082
2,USA,Winchester                                   ,Winchester                         ,USA,38.0017,-84.1908
2,USA,White Bear Lake                              ,White Bear Lake                    ,USA,45.0655,-93.015
1,USA,Troy                                         ,Troy                               ,USA,40.0435,-84.2189
2,USA,Salem                                        ,Salem                              ,USA,37.2864,-80.0555
1,USA,South Windsor                                ,South Windsor                      ,USA,41.8353,-72.5733
1,USA,Reading                                      ,Reading                            ,USA,42.5351,-71.1056
1,USA,Ridgewood                                    ,Ridgewood                          ,USA,40.9821,-74.1128
1,USA,Marshfield                                   ,Marshfield                         ,USA,42.114,-70.715
8,USA,Madison                                      ,Madison                            ,USA,32.4738,-90.13
1,USA,Farmington                                   ,Farmington                         ,USA,41.7288,-72.8407
1,USA,Merrimack                                    ,Merrimack                          ,USA,42.8547,-71.5188
1,USA,Chanhassen                                   ,Chanhassen                         ,USA,44.8544,-93.5621
1,USA,Windsor                                      ,Windsor                            ,USA,40.4679,-104.9211
1,USA,Riverside                                    ,Riverside                          ,USA,39.7836,-84.1219
1,USA,De Pere                                      ,De Pere                            ,USA,44.4313,-88.0793
1,USA,Walpole                                      ,Walpole                            ,USA,42.1465,-71.2555
1,USA,Hudson                                       ,Hudson                             ,USA,42.7639,-71.4072
1,USA,Westmont                                     ,Westmont                           ,USA,41.7948,-87.9742
2,USA,Elk River                                    ,Elk River                          ,USA,45.3314,-93.567
2,USA,Hastings                                     ,Hastings                           ,USA,40.5963,-98.3914
1,USA,Mequon                                       ,Mequon                             ,USA,43.2352,-87.9838
1,USA,Hudson                                       ,Hudson                             ,USA,44.9639,-92.7316
1,USA,Faribault                                    ,Faribault                          ,USA,44.2985,-93.2787
1,USA,Farmington                                   ,Farmington                         ,USA,40.9846,-111.9064
1,USA,Wilmington                                   ,Wilmington                         ,USA,42.5609,-71.1654
1,USA,Columbus                                     ,Columbus                           ,USA,41.4361,-97.3561
1,USA,Farmington                                   ,Farmington                         ,USA,44.6572,-93.1687
1,USA,Hingham                                      ,Hingham                            ,USA,42.2176,-70.8854
1,USA,Auburn                                       ,Auburn                             ,USA,44.085,-70.2492
2,USA,Hastings                                     ,Hastings                           ,USA,44.7318,-92.8538
1,USA,Oxford                                       ,Oxford                             ,USA,39.5061,-84.7434
4,USA,Canton                                       ,Canton                             ,USA,42.175,-71.1264
1,USA,Garden City                                  ,Garden City                        ,USA,40.7266,-73.6447
2,USA,Winchester                                   ,Winchester                         ,USA,42.4518,-71.1463
1,USA,Auburn                                       ,Auburn                             ,USA,41.3666,-85.0559
7,USA,Bloomington                                  ,Bloomington                        ,USA,34.0601,-117.4013
1,USA,Hudson                                       ,Hudson                             ,USA,41.2399,-81.4408
1,USA,Darien                                       ,Darien                             ,USA,41.7447,-87.9823
1,USA,Geneva                                       ,Geneva                             ,USA,41.8833,-88.3242
1,USA,Darien                                       ,Darien                             ,USA,41.0786,-73.4819
1,USA,Johnston                                     ,Johnston                           ,USA,41.6857,-93.7174
1,USA,Golden Valley                                ,Golden Valley                      ,USA,44.9901,-93.3591
1,USA,Jacksonville                                 ,Jacksonville                       ,USA,39.7292,-90.2316
1,USA,Biddeford                                    ,Biddeford                          ,USA,43.4673,-70.4511
1,USA,Oxford                                       ,Oxford                             ,USA,33.5966,-85.869
3,USA,Milford                                      ,Milford                            ,USA,38.9091,-75.4224
1,USA,Bonney Lake                                  ,Bonney Lake                        ,USA,47.1789,-122.1698
1,CAN,Val-d'Or                                     ,Val-d'Or                           ,CAN,48.1166,-77.7666
1,USA,Berlin                                       ,Berlin                             ,USA,41.6114,-72.7758
2,USA,Dublin                                       ,Dublin                             ,USA,32.5359,-82.9279
1,USA,Marblehead                                   ,Marblehead                         ,USA,42.4991,-70.8638
1,USA,New Canaan                                   ,New Canaan                         ,USA,41.1592,-73.4992
2,CAN,New Glasgow                                  ,New Glasgow                        ,CAN,45.5833,-62.6333
1,USA,South St. Paul                               ,South St. Paul                     ,USA,44.8877,-93.0411
1,USA,Hudson                                       ,Hudson                             ,USA,42.3887,-71.5465
1,USA,Forest Park                                  ,Forest Park                        ,USA,33.6209,-84.359
2,USA,Syosset                                      ,Syosset                            ,USA,40.8156,-73.502
1,CAN,Terrace                                      ,Terrace                            ,CAN,54.5,-128.5833
3,USA,Concord                                      ,Concord                            ,USA,42.462,-71.3639
2,USA,Arlington                                    ,Arlington                          ,USA,48.1697,-122.1446
1,USA,Waterford                                    ,Waterford                          ,USA,41.3692,-72.1483
2,USA,Orange                                       ,Orange                             ,USA,30.121,-93.7616
1,USA,Cherry Hill                                  ,Cherry Hill                        ,USA,38.5696,-77.2895
1,USA,Marshfield                                   ,Marshfield                         ,USA,44.6627,-90.1728
1,USA,Forest Park                                  ,Forest Park                        ,USA,39.286,-84.5259
1,USA,Hopkins                                      ,Hopkins                            ,USA,44.9261,-93.4056
3,CAN,Cranbrook                                    ,Cranbrook                          ,CAN,49.5167,-115.7667
1,USA,Westminster                                  ,Westminster                        ,USA,39.5797,-77.0064
4,USA,Trenton                                      ,Trenton                            ,USA,42.1395,-83.193
8,USA,Madison                                      ,Madison                            ,USA,41.3398,-72.6278
1,USA,Pembroke                                     ,Pembroke                           ,USA,42.0655,-70.8014
8,USA,Madison                                      ,Madison                            ,USA,38.758,-85.3971
1,CAN,Edmundston                                   ,Edmundston                         ,CAN,47.3794,-68.3333
2,USA,Salem                                        ,Salem                              ,USA,40.9049,-80.8491
3,USA,Concord                                      ,Concord                            ,USA,38.5117,-90.3574
1,USA,Alton                                        ,Alton                              ,USA,26.2884,-98.3098
1,USA,Shorewood                                    ,Shorewood                          ,USA,41.5175,-88.2149
2,USA,Brookfield                                   ,Brookfield                         ,USA,41.4674,-73.3923
2,USA,Washington                                   ,Washington                         ,USA,40.7048,-89.4345
1,USA,Troy                                         ,Troy                               ,USA,31.8021,-85.9665
9,USA,Buffalo                                      ,Buffalo                            ,USA,45.1794,-93.8644
1,USA,Eden                                         ,Eden                               ,USA,36.5029,-79.7421
1,USA,Auburn                                       ,Auburn                             ,USA,42.1972,-71.8453
1,USA,Ham Lake                                     ,Ham Lake                           ,USA,45.2545,-93.2039
1,USA,East Greenbush                               ,East Greenbush                     ,USA,42.6122,-73.6969
2,USA,Abington                                     ,Abington                           ,USA,42.118,-70.959
1,USA,East Longmeadow                              ,East Longmeadow                    ,USA,42.0597,-72.499
2,USA,Washington                                   ,Washington                         ,USA,35.5587,-77.0546
2,USA,Middletown                                   ,Middletown                         ,USA,41.5174,-71.2772
8,USA,Madison                                      ,Madison                            ,USA,40.7586,-74.417
2,USA,Warren                                       ,Warren                             ,USA,40.6323,-74.5146
1,USA,Houghton                                     ,Houghton                           ,USA,47.1119,-88.5672
1,USA,Westport                                     ,Westport                           ,USA,41.5886,-71.0837
2,CAN,Camrose                                      ,Camrose                            ,CAN,53.0167,-112.8166
1,USA,Parma                                        ,Parma                              ,USA,43.2651,-77.7968
5,USA,Long Beach                                   ,Long Beach                         ,USA,30.3608,-89.165
2,USA,Grosse Pointe Woods                          ,Grosse Pointe Woods                ,USA,42.4366,-82.8987
1,USA,New Haven                                    ,New Haven                          ,USA,41.0673,-85.0233
2,USA,Washington                                   ,Washington                         ,USA,40.7587,-74.9825
2,USA,Cambridge                                    ,Cambridge                          ,USA,45.5612,-93.2283
1,CHE,Herisau                                      ,Herisau                            ,CHE,47.3833,9.2833
1,USA,Fullerton                                    ,Fullerton                          ,USA,40.6308,-75.4834
3,USA,Milford                                      ,Milford                            ,USA,42.8178,-71.6736
1,USA,Farmingville                                 ,Farmingville                       ,USA,40.8389,-73.0401
1,USA,Troy                                         ,Troy                               ,USA,38.9708,-90.9714
4,USA,Hartford                                     ,Hartford                           ,USA,43.322,-88.3782
4,USA,Cleveland                                    ,Cleveland                          ,USA,33.744,-90.7285
2,USA,Cambridge                                    ,Cambridge                          ,USA,40.0221,-81.5868
4,USA,Canton                                       ,Canton                             ,USA,32.5976,-90.0315
1,USA,Fraser                                       ,Fraser                             ,USA,42.5388,-82.9496
2,USA,Warren                                       ,Warren                             ,USA,41.8433,-79.1445
1,USA,Holliston                                    ,Holliston                          ,USA,42.1977,-71.445
1,USA,Oak Park                                     ,Oak Park                           ,USA,34.1849,-118.7669
1,USA,Jacksonville                                 ,Jacksonville                       ,USA,31.9642,-95.2617
2,USA,Cambridge                                    ,Cambridge                          ,USA,38.5515,-76.0787
2,USA,Washington                                   ,Washington                         ,USA,38.5514,-91.0151
1,USA,Livingston                                   ,Livingston                         ,USA,37.3875,-120.7248
1,USA,Effingham                                    ,Effingham                          ,USA,39.1207,-88.5509
2,USA,Orange                                       ,Orange                             ,USA,41.2827,-73.0272
4,USA,Canton                                       ,Canton                             ,USA,40.5632,-90.0409
1,USA,Lewisville                                   ,Lewisville                         ,USA,36.103,-80.4164
1,USA,Oxford                                       ,Oxford                             ,USA,42.1286,-71.8665
1,CAN,Quesnel                                      ,Quesnel                            ,CAN,52.9837,-122.4833
1,CAN,Thompson                                     ,Thompson                           ,CAN,55.7499,-97.8666
2,USA,Washington                                   ,Washington                         ,USA,40.1739,-80.2465
1,USA,Lapeer                                       ,Lapeer                             ,USA,43.0448,-83.3255
2,USA,Washington                                   ,Washington                         ,USA,38.6592,-87.1721
11,USA,Rochester                                    ,Rochester                          ,USA,42.6866,-83.1197
1,USA,Oxford                                       ,Oxford                             ,USA,41.4313,-73.135
1,USA,Superior                                     ,Superior                           ,USA,39.9341,-105.1588
1,USA,Commerce                                     ,Commerce                           ,USA,33.9963,-118.1519
4,USA,Trenton                                      ,Trenton                            ,USA,39.4791,-84.462
1,USA,Farmington                                   ,Farmington                         ,USA,42.9894,-77.3087
1,USA,York                                         ,York                               ,USA,43.186,-70.6661
1,USA,Plover                                       ,Plover                             ,USA,44.4614,-89.5382
1,USA,Dover                                        ,Dover                              ,USA,40.5302,-81.4805
1,USA,Cloquet                                      ,Cloquet                            ,USA,46.7221,-92.4923
1,USA,Lynnfield                                    ,Lynnfield                          ,USA,42.5356,-71.0382
1,USA,Charlotte                                    ,Charlotte                          ,USA,42.5662,-84.8304
1,USA,Jacksonville                                 ,Jacksonville                       ,USA,33.8088,-85.7544
2,USA,Virginia                                     ,Virginia                           ,USA,47.5169,-92.5128
1,USA,Winnetka                                     ,Winnetka                           ,USA,42.1064,-87.7421
1,USA,Hudson                                       ,Hudson                             ,USA,28.3594,-82.6888
1,USA,Plymouth                                     ,Plymouth                           ,USA,41.3482,-86.3187
1,USA,Ellwood City                                 ,Ellwood City                       ,USA,40.8619,-80.283
1,USA,Wilmington                                   ,Wilmington                         ,USA,39.4387,-83.8184
1,USA,Fulton                                       ,Fulton                             ,USA,38.8551,-91.951
1,USA,Pontiac                                      ,Pontiac                            ,USA,40.8881,-88.6414
1,USA,Amherst                                      ,Amherst                            ,USA,41.4022,-82.2303
1,USA,Belmont                                      ,Belmont                            ,USA,35.2214,-81.0403
3,USA,Lansing                                      ,Lansing                            ,USA,39.2427,-94.8951
1,USA,Garden City                                  ,Garden City                        ,USA,43.6526,-116.2743
1,USA,Plymouth                                     ,Plymouth                           ,USA,41.6642,-73.0263
1,USA,Vail                                         ,Vail                               ,USA,32.0217,-110.6937
2,USA,Arlington                                    ,Arlington                          ,USA,35.2594,-89.668
2,USA,Winchester                                   ,Winchester                         ,USA,35.1898,-86.1075
2,USA,Plano                                        ,Plano                              ,USA,41.6757,-88.5294
1,USA,Tarrytown                                    ,Tarrytown                          ,USA,41.0647,-73.8673
3,USA,Evanston                                     ,Evanston                           ,USA,41.2602,-110.9646
1,USA,Bellmawr                                     ,Bellmawr                           ,USA,39.8665,-75.0941
1,USA,Berlin                                       ,Berlin                             ,USA,44.4869,-71.2599
1,USA,Fulton                                       ,Fulton                             ,USA,43.3171,-76.4162
4,USA,Lakeville                                    ,Lakeville                          ,USA,41.831,-70.9594
1,USA,Amherst                                      ,Amherst                            ,USA,42.8705,-71.6068
1,USA,Jefferson Hills                              ,Jefferson Hills                    ,USA,40.2927,-79.9329
1,USA,Woodbury                                     ,Woodbury                           ,USA,41.3284,-74.1004
2,USA,Winchester                                   ,Winchester                         ,USA,41.9219,-73.1028
1,CAN,Kenora                                       ,Kenora                             ,CAN,49.7667,-94.4666
1,USA,Brooklyn                                     ,Brooklyn                           ,USA,41.4349,-81.7498
1,USA,Waterford                                    ,Waterford                          ,USA,39.7415,-74.8207
1,USA,Hudson                                       ,Hudson                             ,USA,42.2515,-73.7859
1,USA,Massena                                      ,Massena                            ,USA,44.9292,-74.8923
1,USA,Farmington                                   ,Farmington                         ,USA,42.4614,-83.3784
4,USA,Cleveland                                    ,Cleveland                          ,USA,30.3369,-95.0924
1,USA,Portage                                      ,Portage                            ,USA,43.5489,-89.4658
1,CAN,Amos                                         ,Amos                               ,CAN,48.5666,-78.1167
2,USA,Warren                                       ,Warren                             ,USA,41.7282,-71.2629
1,CAN,Baie-Comeau                                  ,Baie-Comeau                        ,CAN,49.2227,-68.158
4,USA,Canton                                       ,Canton                             ,USA,41.86,-72.9083
1,USA,Southampton                                  ,Southampton                        ,USA,39.9137,-74.7171
1,CAN,Hinton                                       ,Hinton                             ,CAN,53.4,-117.5834
1,USA,Reading                                      ,Reading                            ,USA,39.2241,-84.4332
1,USA,Troy                                         ,Troy                               ,USA,38.7268,-89.8974
1,CAN,Selkirk                                      ,Selkirk                            ,CAN,50.15,-96.8833
1,USA,Woodbury                                     ,Woodbury                           ,USA,39.8379,-75.1524
1,CAN,Steinbach                                    ,Steinbach                          ,CAN,49.5171,-96.6833
1,USA,Garden City                                  ,Garden City                        ,USA,33.5927,-79.007
1,USA,Waterford                                    ,Waterford                          ,USA,37.6429,-120.7553
1,USA,Potsdam                                      ,Potsdam                            ,USA,44.6699,-74.9831
1,USA,Oxford                                       ,Oxford                             ,USA,36.3156,-78.5848
1,USA,Little Falls                                 ,Little Falls                       ,USA,45.9835,-94.3599
2,USA,Middletown                                   ,Middletown                         ,USA,40.201,-76.7289
1,USA,Plymouth                                     ,Plymouth                           ,USA,42.3719,-83.468
2,CAN,Dauphin                                      ,Dauphin                            ,CAN,51.15,-100.05
1,USA,Aliquippa                                    ,Aliquippa                          ,USA,40.6155,-80.2547
1,USA,Garden City                                  ,Garden City                        ,USA,32.0867,-81.1773
2,USA,Park Ridge                                   ,Park Ridge                         ,USA,41.0352,-74.0423
1,USA,Plymouth                                     ,Plymouth                           ,USA,43.7451,-87.9656
1,USA,Quincy                                       ,Quincy                             ,USA,30.5659,-84.5857
1,USA,Riverside                                    ,Riverside                          ,USA,41.831,-87.8169
2,USA,Rhinelander                                  ,Rhinelander                        ,USA,45.636,-89.4256
1,USA,Commerce                                     ,Commerce                           ,USA,33.2421,-95.8991
1,USA,Livingston                                   ,Livingston                         ,USA,45.6665,-110.5538
1,USA,Riverside                                    ,Riverside                          ,USA,41.0319,-73.5827
1,USA,Millersville                                 ,Millersville                       ,USA,40.0047,-76.3522
1,USA,York                                         ,York                               ,USA,34.9967,-81.234
2,USA,Salem                                        ,Salem                              ,USA,40.054,-111.6721
1,USA,Bayport                                      ,Bayport                            ,USA,40.746,-73.0546
1,USA,Brentwood                                    ,Brentwood                          ,USA,38.6194,-90.3476
1,USA,Shorewood                                    ,Shorewood                          ,USA,44.9131,-93.5796
2,USA,Salem                                        ,Salem                              ,USA,38.6278,-88.9579
2,USA,Middletown                                   ,Middletown                         ,USA,38.241,-85.5215
1,USA,Crookston                                    ,Crookston                          ,USA,47.7747,-96.6062
1,CAN,Dryden                                       ,Dryden                             ,CAN,49.7833,-92.8333
1,USA,Grand Ledge                                  ,Grand Ledge                        ,USA,42.7534,-84.7448
1,USA,Quincy                                       ,Quincy                             ,USA,47.2347,-119.8522
1,USA,York                                         ,York                               ,USA,40.8698,-97.5943
1,USA,Antigo                                       ,Antigo                             ,USA,45.1415,-89.1556
2,USA,Hastings                                     ,Hastings                           ,USA,42.6498,-85.2886
1,CAN,Revelstoke                                   ,Revelstoke                         ,CAN,51.0005,-118.1833
1,USA,Auburn                                       ,Auburn                             ,USA,34.0157,-83.8319
1,USA,Brighton                                     ,Brighton                           ,USA,42.5298,-83.7847
1,USA,Berlin                                       ,Berlin                             ,USA,39.7915,-74.9375
2,USA,Philadelphia                                 ,Philadelphia                       ,USA,32.7761,-89.1221
1,USA,Pembroke                                     ,Pembroke                           ,USA,34.6766,-79.1934
1,CAN,Banff                                        ,Banff                              ,CAN,51.178,-115.5719
1,CAN,Yarmouth                                     ,Yarmouth                           ,CAN,43.8308,-66.1126
1,USA,Charlestown                                  ,Charlestown                        ,USA,38.427,-85.6677
1,USA,Marshfield                                   ,Marshfield                         ,USA,37.3414,-92.9116
1,USA,Geneva                                       ,Geneva                             ,USA,41.8006,-80.9462
11,USA,St. Louis                                    ,St. Louis                          ,USA,43.4082,-84.6118
5,USA,Syracuse                                     ,Syracuse                           ,USA,41.4226,-85.7492
11,USA,Rochester                                    ,Rochester                          ,USA,41.059,-86.196
8,USA,Madison                                      ,Madison                            ,USA,44.0062,-97.1084
1,USA,Commerce                                     ,Commerce                           ,USA,34.2127,-83.4729
1,USA,Farmington                                   ,Farmington                         ,USA,36.037,-94.2537
3,USA,Milford                                      ,Milford                            ,USA,39.17,-84.281
1,USA,Rumson                                       ,Rumson                             ,USA,40.3626,-74.0046
2,USA,Washington                                   ,Washington                         ,USA,41.2982,-91.6928
1,USA,Portage                                      ,Portage                            ,USA,40.3868,-78.6746
1,USA,Columbus                                     ,Columbus                           ,USA,43.3354,-89.03
4,USA,Canton                                       ,Canton                             ,USA,44.6,-75.1703
1,USA,Belmont                                      ,Belmont                            ,USA,39.065,-77.4965
3,USA,Milford                                      ,Milford                            ,USA,42.587,-83.6012
1,CAN,Flin Flon                                    ,Flin Flon                          ,CAN,54.7666,-101.8833
2,USA,Salem                                        ,Salem                              ,USA,38.6048,-86.0977
1,USA,Riverside                                    ,Riverside                          ,USA,39.4777,-76.2385
1,USA,Vail                                         ,Vail                               ,USA,39.6386,-106.3608
1,USA,St. Clair                                    ,St. Clair                          ,USA,38.3479,-90.9934
2,USA,Elburn                                       ,Elburn                             ,USA,41.8838,-88.4615
1,USA,Oxford                                       ,Oxford                             ,USA,39.7859,-75.9801
2,USA,Greenwich                                    ,Greenwich                          ,USA,40.6791,-75.1121
1,USA,Honeoye Falls                                ,Honeoye Falls                      ,USA,42.9557,-77.5903
1,USA,Apple Valley                                 ,Apple Valley                       ,USA,40.4389,-82.3481
1,USA,Waterford                                    ,Waterford                          ,USA,42.7646,-88.2158
2,USA,Warren                                       ,Warren                             ,USA,33.6113,-92.0678
4,USA,Trenton                                      ,Trenton                            ,USA,40.0819,-93.603
1,USA,Fairport                                     ,Fairport                           ,USA,43.099,-77.4427
1,USA,West Hills                                   ,West Hills                         ,USA,40.8198,-73.4339
1,CAN,Peace River                                  ,Peace River                        ,CAN,56.2333,-117.2833
1,USA,Maplewood                                    ,Maplewood                          ,USA,47.3715,-122.5689
1,USA,St. Clair                                    ,St. Clair                          ,USA,42.8262,-82.493
1,USA,Blaine                                       ,Blaine                             ,USA,48.9839,-122.7414
2,USA,Salem                                        ,Salem                              ,USA,39.5681,-75.4724
2,USA,Williamsville                                ,Williamsville                      ,USA,42.9623,-78.7418
1,USA,Bangor                                       ,Bangor                             ,USA,40.8678,-75.2085
1,USA,North Oaks                                   ,North Oaks                         ,USA,45.1002,-93.0881
2,USA,Grosse Pointe                                ,Grosse Pointe                      ,USA,42.3915,-82.9118
2,USA,Orange                                       ,Orange                             ,USA,38.2486,-78.1127
1,USA,La Crescent                                  ,La Crescent                        ,USA,43.8299,-91.3042
4,USA,Cleveland                                    ,Cleveland                          ,USA,34.5971,-83.7622
1,CAN,Cochrane                                     ,Cochrane                           ,CAN,49.067,-81.0166
2,CAN,Melville                                     ,Melville                           ,CAN,50.9333,-102.8
1,CAN,Gaspe                                        ,Gaspe                              ,CAN,48.8373,-64.4934
1,CAN,Lac La Biche                                 ,Lac La Biche                       ,CAN,54.7719,-111.9647
1,CAN,Athabasca                                    ,Athabasca                          ,CAN,54.717,-113.2666
1,USA,Woodbury                                     ,Woodbury                           ,USA,41.5615,-73.207
4,USA,Hartford                                     ,Hartford                           ,USA,43.6644,-72.3866
5,USA,Grand Rapids                                 ,Grand Rapids                       ,USA,47.238,-93.5327
1,USA,Hermantown                                   ,Hermantown                         ,USA,46.8058,-92.2407
2,USA,Hastings                                     ,Hastings                           ,USA,43.3215,-76.1582
1,USA,Woodbridge                                   ,Woodbridge                         ,USA,41.3566,-73.0102
1,USA,Marlborough                                  ,Marlborough                        ,USA,41.6338,-73.9903
1,USA,Golden Valley                                ,Golden Valley                      ,USA,35.206,-114.2327
3,USA,Concord                                      ,Concord                            ,USA,42.545,-78.7075
1,USA,Dover                                        ,Dover                              ,USA,41.6839,-73.5739
1,USA,Brooklyn                                     ,Brooklyn                           ,USA,41.787,-71.9543
2,USA,Boxford                                      ,Boxford                            ,USA,42.6815,-71.0189
16,USA,Boston                                       ,Boston                             ,USA,42.6528,-78.7555
1,USA,Charlestown                                  ,Charlestown                        ,USA,41.3973,-71.6702
2,USA,Orange                                       ,Orange                             ,USA,42.6066,-72.2931
1,USA,Eden                                         ,Eden                               ,USA,42.6527,-78.8787
1,USA,Farmington                                   ,Farmington                         ,USA,44.676,-70.141
3,USA,Chesterfield                                 ,Chesterfield                       ,USA,40.1165,-74.6459
1,USA,Westminster                                  ,Westminster                        ,USA,42.5512,-71.9027
1,USA,Belmont                                      ,Belmont                            ,USA,43.4685,-71.4757
1,USA,Pembroke                                     ,Pembroke                           ,USA,43.1803,-71.45
1,USA,Windsor                                      ,Windsor                            ,USA,43.2406,-89.2952
1,USA,Millersville                                 ,Millersville                       ,USA,36.3968,-86.7111
1,USA,Farmington                                   ,Farmington                         ,USA,43.3629,-71.076
1,USA,New Hartford                                 ,New Hartford                       ,USA,41.8442,-73.0055
1,CAN,Antigonish                                   ,Antigonish                         ,CAN,45.6269,-61.9982
1,USA,Plymouth                                     ,Plymouth                           ,USA,43.7437,-71.7224
1,USA,Marlborough                                  ,Marlborough                        ,USA,41.6331,-72.4547
1,CAN,Smithers                                     ,Smithers                           ,CAN,54.7666,-127.1666
1,USA,Southampton                                  ,Southampton                        ,USA,42.2308,-72.7386
1,USA,Winthrop                                     ,Winthrop                           ,USA,44.3116,-69.9615
1,USA,Dover                                        ,Dover                              ,USA,42.2366,-71.2842
1,USA,Wilmington                                   ,Wilmington                         ,USA,41.3203,-88.1633
1,USA,Riga                                         ,Riga                               ,USA,43.0802,-77.8753
11,USA,Rochester                                    ,Rochester                          ,USA,41.76,-70.8385
1,USA,Morristown                                   ,Morristown                         ,USA,44.5485,-72.6377
1,USA,Auburn                                       ,Auburn                             ,USA,42.9906,-71.3438
1,USA,Alton                                        ,Alton                              ,USA,43.4906,-71.2462
1,USA,Holland                                      ,Holland                            ,USA,40.5966,-75.1221
2,USA,Warren                                       ,Warren                             ,USA,42.2002,-72.2006
